analysis             sr                         o          b          db                  s                     ds                    s95obs    s95exp    robscons                rexpcons                
atlas_1807_07447     3e1b1j                     1.0        1.0        0.3                 0                     0.0                   4.0       4.0       0.0                     0.0                     
atlas_1807_07447     3e1b2j                     0.0        0.42       0.17                0                     0.0                   2.98      2.9       0.0                     0.0                     
atlas_1807_07447     3e1b3j                     1.0        0.17       0.09                0                     0.0                   3.87      2.99      0.0                     0.0                     
atlas_1807_07447     3e1j                       8.0        15.7       1.8                 0                     0.0                   5.1       9.3       0.0                     0.0                     
atlas_1807_07447     3e2b                       0.0        0.23       0.08                0                     0.0                   2.96      2.92      0.0                     0.0                     
atlas_1807_07447     3e2b1j                     0.0        0.2        0.13                0                     0.0                   3.0       2.9       0.0                     0.0                     
atlas_1807_07447     3e2b2j                     0.0        0.12       0.03                0                     0.0                   2.93      2.93      0.0                     0.0                     
atlas_1807_07447     3e2j                       6.0        4.3        1.0                 0                     0.0                   7.8       6.3       0.0                     0.0                     
atlas_1807_07447     3e3j                       3.0        1.2        0.45                0                     0.0                   6.0       4.0       0.0                     0.0                     
atlas_1807_07447     3e4j                       0.0        0.25       0.19                0                     0.0                   2.94      2.87      0.0                     0.0                     
atlas_1807_07447     3g                         1.0        0.1        1.0                 0                     0.0                   4.6       4.3       0.0                     0.0                     
atlas_1807_07447     3g1j                       0.0        0.15       0.1                 0                     0.0                   2.97      2.91      0.0                     0.0                     
atlas_1807_07447     3j                         280822.0   281000.0   37000.0             0.05940332728628625   0.022477082088208318  62140.0   64035.0   3.6274400807249137e-07  3.520092552764053e-07   
atlas_1807_07447     3m                         102.0      80.0       8.0                 0                     0.0                   43.0      25.0      0.0                     0.0                     
atlas_1807_07447     3m1b                       3.0        2.3        0.3                 0                     0.0                   5.1       4.6       0.0                     0.0                     
atlas_1807_07447     3m1b1j                     1.0        1.8        0.3                 0                     0.0                   3.5       4.0       0.0                     0.0                     
atlas_1807_07447     3m1b2j                     1.0        0.7        0.3                 0                     0.0                   3.7       3.1       0.0                     0.0                     
atlas_1807_07447     3m1b3j                     0.0        0.24       0.1                 0                     0.0                   2.97      2.91      0.0                     0.0                     
atlas_1807_07447     3m1b4j                     0.0        0.11       0.05                0                     0.0                   2.95      2.93      0.0                     0.0                     
atlas_1807_07447     3m1e2b                     1.0        0.1        0.1                 0                     0.0                   4.0       2.9       0.0                     0.0                     
atlas_1807_07447     3m1j                       18.0       21.8       2.5                 0                     0.0                   8.8       11.1      0.0                     0.0                     
atlas_1807_07447     3m2b                       0.0        0.3        0.1                 0                     0.0                   2.9       2.9       0.0                     0.0                     
atlas_1807_07447     3m2b1j                     0.0        0.28       0.07                0                     0.0                   2.96      2.93      0.0                     0.0                     
atlas_1807_07447     3m2b2j                     1.0        0.14       0.05                0                     0.0                   3.91      3.12      0.0                     0.0                     
atlas_1807_07447     3m2j                       9.0        6.4        1.3                 0                     0.0                   9.3       7.1       0.0                     0.0                     
atlas_1807_07447     3m3j                       3.0        1.5        0.6                 0                     0.0                   6.0       4.4       0.0                     0.0                     
atlas_1807_07447     3m4j                       1.0        0.24       0.5                 0                     0.0                   4.04      3.66      0.0                     0.0                     
atlas_1807_07447     3m5j                       0.0        0.12       0.06                0                     0.0                   2.94      2.92      0.0                     0.0                     
atlas_1807_07447     4b                         20.0       19.6       4.0                 0                     0.0                   12.7      12.6      0.0                     0.0                     
atlas_1807_07447     4b1j                       24.0       24.3       5.9                 0                     0.0                   14.4      14.8      0.0                     0.0                     
atlas_1807_07447     4b2j                       21.0       22.2       6.2                 0                     0.0                   13.8      14.5      0.0                     0.0                     
atlas_1807_07447     4b3j                       9.0        8.7        5.0                 0                     0.0                   10.2      10.4      0.0                     0.0                     
atlas_1807_07447     4b4j                       3.0        6.0        5.5                 0                     0.0                   6.0       6.0       0.0                     0.0                     
atlas_1807_07447     4b5j                       2.0        0.8        0.4                 0                     0.0                   4.8       3.6       0.0                     0.0                     
atlas_1807_07447     4b6j                       0.0        0.22       0.3                 0                     0.0                   3.05      2.94      0.0                     0.0                     
atlas_1807_07447     4e                         2.0        2.3        0.6                 0                     0.0                   4.4       4.7       0.0                     0.0                     
atlas_1807_07447     4e1b                       1.0        0.1        0.1                 0                     0.0                   4.0       3.1       0.0                     0.0                     
atlas_1807_07447     4e1j                       2.0        0.31       0.4                 0                     0.0                   5.5       4.2       0.0                     0.0                     
atlas_1807_07447     4j                         137725.0   138000.0   18000.0             0.02564533180306019   0.01482034107399554   30681.0   30391.0   4.367434052695509e-08   4.409109413008816e-08   
atlas_1807_07447     4m                         4.0        4.5        1.1                 0                     0.0                   5.7       5.9       0.0                     0.0                     
atlas_1807_07447     4m1j                       0.0        0.9        0.3                 0                     0.0                   3.0       3.0       0.0                     0.0                     
atlas_1807_07447     4m2j                       0.0        0.31       0.25                0                     0.0                   3.01      2.85      0.0                     0.0                     
atlas_1807_07447     5b                         3.0        8.7        20.0                0                     0.0                   20.8      20.6      0.0                     0.0                     
atlas_1807_07447     5b1j                       1.0        8.0        15.0                0                     0.0                   16.0      15.0      0.0                     0.0                     
atlas_1807_07447     5b2j                       0.0        1.6        3.1                 0                     0.0                   2.9       3.2       0.0                     0.0                     
atlas_1807_07447     5b3j                       0.0        0.7        7.0                 0                     0.0                   3.0       7.2       0.0                     0.0                     
atlas_1807_07447     5b4j                       0.0        0.3        0.5                 0                     0.0                   3.0       3.0       0.0                     0.0                     
atlas_1807_07447     5j                         48041.0    48000.0    6300.0              0.05995202535528606   0.022680008555933922  10743.0   10662.0   2.118292034213388e-06   2.1343848549572715e-06  
atlas_1807_07447     6b                         0.0        0.4        0.8                 0                     0.0                   3.0       3.1       0.0                     0.0                     
atlas_1807_07447     6b1j                       0.0        1.0        3.0                 0                     0.0                   3.0       3.0       0.0                     0.0                     
atlas_1807_07447     6b2j                       1.0        0.1        0.1                 0                     0.0                   4.0       3.0       0.0                     0.0                     
atlas_1807_07447     6b3j                       0.0        0.1        0.2                 0                     0.0                   3.0       2.9       0.0                     0.0                     
atlas_1807_07447     6j                         13915.0    13500.0    1800.0              0.025488790123391492  0.014730747755998516  3440.0    3140.0    3.8673366382381564e-07  4.236827399853267e-07   
atlas_1807_07447     7b                         0.0        0.1        0.6                 0                     0.0                   3.1       3.0       0.0                     0.0                     
atlas_1807_07447     7j                         3245.0     3245.0     430.0               0.026662967319500932  0.015438995493575126  739.0     739.0     1.8173406089820386e-06  1.8173406089820386e-06  
atlas_1807_07447     8b1j                       1.0        0.1        1.0                 0                     0.0                   4.5       4.6       0.0                     0.0                     
atlas_1807_07447     8j                         669.0      669.0      110.0               0                     0.0                   197.0     197.0     0.0                     0.0                     
atlas_1807_07447     9j                         142.0      142.0      24.0                0                     0.0                   48.0      48.0      0.0                     0.0                     
atlas_1807_07447     MET1b                      928.0      1000.0     170.0               0.01863941550618015   0.01318696734284421   235.0     263.0     0                       0                       
atlas_1807_07447     MET1b1j                    955.0      955.0      230.0               0.15705416458193397   0.037075789022        359.0     359.0     0.00026810548909708627  0.00026810548909708627  
atlas_1807_07447     MET1b2j                    379.0      350.0      94.0                0.4282434866427253    0.061258281647909654  170.0     158.0     0.0019281170867067852   0.0020745563591148958   
atlas_1807_07447     MET1b3j                    202.0      168.0      63.0                0.48930620157293747   0.06548605285105187   122.0     109.0     0.0031304022532558395   0.003503752980708371    
atlas_1807_07447     MET1b4j                    78.0       63.0       17.0                0.4721026606125676    0.06492064474045142   45.0      37.0      0.00812517340529394     0.009881967655087224    
atlas_1807_07447     MET1b5j                    15.0       18.2       3.7                 0.23902516382561234   0.046046165781436936  8.7       11.1      0.0187941898786271      0.01473058125622124     
atlas_1807_07447     MET1b6j                    4.0        4.2        1.4                 0.12852392776863963   0.03437965465711101   5.9       6.3       0.012227337988301284    0.011450999068409141    
atlas_1807_07447     MET1b7j                    1.0        0.85       0.6                 0.08935596185071375   0.028302187229357536  3.53      3.5       0.01216441212310691     0.01226867851273354     
atlas_1807_07447     MET1b8j                    2.0        0.17       0.17                0.01863941550618015   0.01318696734284421   5.66      3.4       0                       0                       
atlas_1807_07447     MET1e1b                    161.0      185.0      34.0                0                     0.0                   46.0      56.0      0.0                     0.0                     
atlas_1807_07447     MET1e1b1j                  230.0      267.0      48.0                0.025534629561069007  0.014766525803172368  59.0      76.0      2.2330970235022462e-05  1.7335884787714807e-05  
atlas_1807_07447     MET1e1b2j                  102.0      115.0      21.0                0.060550917608542726  0.02291904269707642   32.0      38.0      0.0007176152370417938   0.0006043075680351947   
atlas_1807_07447     MET1e1b3j                  58.0       48.0       10.0                0.08924250924246191   0.028248495355828875  31.0      25.0      0.001384354092222663    0.001716599074356102    
atlas_1807_07447     MET1e1b4j                  9.0        15.0       3.2                 0.06069095709064753   0.02296322501287352   6.0       10.0      0.003838544678255827    0.002303126806953496    
atlas_1807_07447     MET1e1b5j                  5.0        3.4        1.2                 0.05374582388812786   0.021950450580905688  7.5       5.8       0.0023662779913923375   0.0030598422302487126   
atlas_1807_07447     MET1e1b6j                  0.0        0.6        0.3                 0.026937316354000835  0.015552494369863163  3.0       2.9       0.0004770751958084162   0.0004935260646293961   
atlas_1807_07447     MET1e1b7j                  0.0        0.11       0.08                0                     0.0                   2.93      2.92      0.0                     0.0                     
atlas_1807_07447     MET1e1g                    3.0        3.7        0.9                 0                     0.0                   4.8       5.4       0.0                     0.0                     
atlas_1807_07447     MET1e1g1b                  0.0        0.64       0.46                0                     0.0                   3.16      2.97      0.0                     0.0                     
atlas_1807_07447     MET1e1g1b1j                1.0        1.33       0.7                 0.017783547365303347  0.012630491220502452  3.89      3.94      0                       0                       
atlas_1807_07447     MET1e1g1b2j                0.0        0.4        0.1                 0.009569211812368767  0.009569195340745199  2.9       2.9       0                       0                       
atlas_1807_07447     MET1e1g1b3j                0.0        0.13       0.19                0                     0.0                   2.92      3.1       0.0                     0.0                     
atlas_1807_07447     MET1e1g1j                  6.0        9.5        2.6                 0                     0.0                   6.1       8.1       0.0                     0.0                     
atlas_1807_07447     MET1e1g2b2j                0.0        0.13       0.06                0                     0.0                   2.96      2.9       0.0                     0.0                     
atlas_1807_07447     MET1e1g2j                  6.0        4.7        1.1                 0.008560354548243271  0.008560353902398262  7.5       6.3       0                       0                       
atlas_1807_07447     MET1e1g3j                  3.0        0.95       0.4                 0.008247637904407292  0.008247628261309991  6.18      3.83      0                       0                       
atlas_1807_07447     MET1e1g4j                  1.0        0.33       0.11                0                     0.0                   3.63      3.0       0.0                     0.0                     
atlas_1807_07447     MET1e1j                    2842.0     2840.0     500.0               0.017761452756342788  0.012570896433484328  816.0     815.0     0                       0                       
atlas_1807_07447     MET1e2b                    21.0       17.3       6.8                 0                     0.0                   17.9      15.7      0.0                     0.0                     
atlas_1807_07447     MET1e2b1j                  24.0       17.3       7.4                 0.03510521655656809   0.01757873704314729   21.6      17.6      0.0002905596206391916   0.00035659589805718967  
atlas_1807_07447     MET1e2b2j                  20.0       20.0       4.0                 0.043621954879861216  0.019534889282572142  12.0      12.0      0.0009653947047035752   0.0009653947047035752   
atlas_1807_07447     MET1e2b3j                  4.0        8.0        1.7                 0.01840251729226278   0.013013012244449212  5.0       7.0       0                       0                       
atlas_1807_07447     MET1e2b4j                  4.0        2.4        0.5                 0.026881163042845883  0.01551998399618141   6.6       4.9       0.00021642261956187446  0.00029150801818538186  
atlas_1807_07447     MET1e2b5j                  1.0        0.5        0.2                 0                     0.0                   3.8       3.1       0.0                     0.0                     
atlas_1807_07447     MET1e2j                    1238.0     1238.0     300.0               0.09567538672893539   0.0289118421955262    467.0     467.0     0.0001033403972768146   0.0001033403972768146   
atlas_1807_07447     MET1e3b                    2.0        0.7        0.6                 0                     0.0                   5.1       4.2       0.0                     0.0                     
atlas_1807_07447     MET1e3b1j                  3.0        1.9        0.7                 0                     0.0                   5.6       4.6       0.0                     0.0                     
atlas_1807_07447     MET1e3b2j                  1.0        1.2        0.5                 0                     0.0                   3.6       3.9       0.0                     0.0                     
atlas_1807_07447     MET1e3b3j                  0.0        0.5        0.25                0                     0.0                   3.0       2.9       0.0                     0.0                     
atlas_1807_07447     MET1e3b4j                  0.0        0.12       0.12                0                     0.0                   2.86      2.86      0.0                     0.0                     
atlas_1807_07447     MET1e3j                    291.0      305.0      100.0               0.11953550163164492   0.03196820167134375   136.0     143.0     0.0004934386094900085   0.0004692842719625256   
atlas_1807_07447     MET1e4b1j                  1.0        0.1        0.1                 0                     0.0                   4.0       2.9       0.0                     0.0                     
atlas_1807_07447     MET1e4j                    72.0       75.0       25.0                0.11152597668625346   0.030953332738556976  38.0      39.0      0.001599013447237369    0.0015580131024364107   
atlas_1807_07447     MET1e5j                    14.0       16.9       6.0                 0.05159159951447325   0.021077258069415083  10.8      12.0      0.0015763792852437513   0.0014187413567193763   
atlas_1807_07447     MET1e6j                    1.0        3.0        1.5                 0.026055594770273912  0.015060609858609544  4.0       5.0       0.0003390486505385655   0.0002712389204308524   
atlas_1807_07447     MET1e7j                    0.0        0.7        0.3                 0.008280092226282969  0.008280079530545069  2.9       3.0       0                       0                       
atlas_1807_07447     MET1e8j                    0.0        0.1        0.2                 0                     0.0                   3.0       2.9       0.0                     0.0                     
atlas_1807_07447     MET1g                      46.0       42.0       11.0                0.008443028507507682  0.008443047052491133  26.0      24.0      0                       0                       
atlas_1807_07447     MET1g1b                    4.0        6.4        1.7                 0.00896807342666589   0.008968085038639561  5.2       6.7       0                       0                       
atlas_1807_07447     MET1g1b1j                  9.0        7.0        1.2                 0                     0.0                   9.0       7.0       0.0                     0.0                     
atlas_1807_07447     MET1g1b2j                  1.0        3.0        0.6                 0.009252209181109942  0.009252216702907353  3.0       5.0       0                       0                       
atlas_1807_07447     MET1g1b3j                  3.0        1.5        0.3                 0.008236613519645851  0.008236602057992676  5.8       3.9       0                       0                       
atlas_1807_07447     MET1g1b4j                  0.0        0.38       0.13                0.00896807342666589   0.008968085038639561  2.98      2.93      0                       0                       
atlas_1807_07447     MET1g1j                    106.0      103.0      21.0                0                     0.0                   44.0      40.0      0.0                     0.0                     
atlas_1807_07447     MET1g2b                    1.0        0.4        0.4                 0.008304868442347665  0.00830484871615732   3.7       3.2       0                       0                       
atlas_1807_07447     MET1g2b1j                  0.0        0.35       0.16                0.01715169655635654   0.012140551487127553  2.97      2.9       0                       0                       
atlas_1807_07447     MET1g2b2j                  1.0        0.68       0.2                 0                     0.0                   3.72      3.0       0.0                     0.0                     
atlas_1807_07447     MET1g2b3j                  0.0        0.34       0.13                0.008304868442347665  0.00830484871615732   2.93      2.89      0                       0                       
atlas_1807_07447     MET1g2j                    38.0       43.0       10.0                0.02535700174006865   0.014641018802082023  18.0      20.0      7.476282803634071e-05   6.728654523270663e-05   
atlas_1807_07447     MET1g3j                    9.0        11.0       3.0                 0.017018785106810597  0.012034205669074784  8.0       9.0       0                       0                       
atlas_1807_07447     MET1g4j                    0.0        3.2        0.7                 0                     0.0                   3.0       5.0       0.0                     0.0                     
atlas_1807_07447     MET1g5j                    1.0        0.6        0.26                0.017432210995224066  0.01234288041044034   3.7       3.1       0                       0                       
atlas_1807_07447     MET1g6j                    0.0        0.14       0.09                0.008443028507507682  0.008443047052491133  2.95      2.93      0                       0                       
atlas_1807_07447     MET1j                      18952.0    18500.0    3200.0              0.14545243210294437   0.035322030743413245  5551.0    5525.0    1.5767303491937785e-05  1.5841502567193962e-05  
atlas_1807_07447     MET1m1b                    194.0      173.0      31.0                0                     0.0                   79.0      64.0      0.0                     0.0                     
atlas_1807_07447     MET1m1b1j                  265.0      240.0      37.0                0                     0.0                   92.0      75.0      0.0                     0.0                     
atlas_1807_07447     MET1m1b2j                  115.0      100.0      24.0                0                     0.0                   56.0      48.0      0.0                     0.0                     
atlas_1807_07447     MET1m1b3j                  65.0       44.0       8.0                 0                     0.0                   40.0      23.0      0.0                     0.0                     
atlas_1807_07447     MET1m1b4j                  15.0       11.8       2.5                 0                     0.0                   12.3      9.8       0.0                     0.0                     
atlas_1807_07447     MET1m1b5j                  5.0        2.9        1.0                 0                     0.0                   7.5       5.7       0.0                     0.0                     
atlas_1807_07447     MET1m1b6j                  0.0        0.5        0.8                 0                     0.0                   3.2       3.2       0.0                     0.0                     
atlas_1807_07447     MET1m1b7j                  0.0        0.14       0.43                0                     0.0                   2.98      2.94      0.0                     0.0                     
atlas_1807_07447     MET1m1e                    7.0        5.2        1.4                 0                     0.0                   8.2       6.7       0.0                     0.0                     
atlas_1807_07447     MET1m1e1b                  9.0        13.3       2.7                 0                     0.0                   6.6       9.1       0.0                     0.0                     
atlas_1807_07447     MET1m1e1b1j                11.0       9.7        1.6                 0                     0.0                   9.4       8.3       0.0                     0.0                     
atlas_1807_07447     MET1m1e1b2j                2.0        3.0        1.6                 0                     0.0                   5.0       5.0       0.0                     0.0                     
atlas_1807_07447     MET1m1e1b3j                0.0        1.4        2.2                 0                     0.0                   2.9       3.2       0.0                     0.0                     
atlas_1807_07447     MET1m1e1b4j                0.0        0.38       0.3                 0                     0.0                   3.04      2.86      0.0                     0.0                     
atlas_1807_07447     MET1m1e1g                  1.0        0.15       0.04                0                     0.0                   3.93      3.01      0.0                     0.0                     
atlas_1807_07447     MET1m1e1g1b                0.0        0.12       0.05                0                     0.0                   2.93      2.91      0.0                     0.0                     
atlas_1807_07447     MET1m1e1g1j                0.0        0.15       0.06                0                     0.0                   2.95      2.9       0.0                     0.0                     
atlas_1807_07447     MET1m1e1j                  36.0       27.0       2.8                 0                     0.0                   21.0      13.0      0.0                     0.0                     
atlas_1807_07447     MET1m1e2b                  0.0        1.4        1.0                 0                     0.0                   3.0       3.6       0.0                     0.0                     
atlas_1807_07447     MET1m1e2b1j                0.0        0.86       0.46                0                     0.0                   3.14      3.03      0.0                     0.0                     
atlas_1807_07447     MET1m1e2b2j                0.0        0.58       0.24                0                     0.0                   2.99      2.93      0.0                     0.0                     
atlas_1807_07447     MET1m1e2b3j                1.0        0.23       0.09                0                     0.0                   3.79      3.09      0.0                     0.0                     
atlas_1807_07447     MET1m1e2b4j                0.0        0.1        0.1                 0                     0.0                   3.0       2.8       0.0                     0.0                     
atlas_1807_07447     MET1m1e2j                  12.0       12.2       2.2                 0                     0.0                   9.2       9.4       0.0                     0.0                     
atlas_1807_07447     MET1m1e3j                  6.0        3.1        0.7                 0                     0.0                   8.3       5.4       0.0                     0.0                     
atlas_1807_07447     MET1m1e4j                  1.0        1.0        0.2                 0                     0.0                   4.0       4.0       0.0                     0.0                     
atlas_1807_07447     MET1m1e5j                  0.0        0.17       0.17                0                     0.0                   2.96      2.91      0.0                     0.0                     
atlas_1807_07447     MET1m1g                    4.0        3.5        0.8                 0                     0.0                   6.1       5.5       0.0                     0.0                     
atlas_1807_07447     MET1m1g1b                  1.0        0.76       0.3                 0                     0.0                   3.65      3.14      0.0                     0.0                     
atlas_1807_07447     MET1m1g1b1j                2.0        1.2        0.3                 0                     0.0                   4.6       4.0       0.0                     0.0                     
atlas_1807_07447     MET1m1g1b2j                0.0        0.5        0.15                0                     0.0                   2.9       2.9       0.0                     0.0                     
atlas_1807_07447     MET1m1g1b3j                0.0        0.13       0.06                0                     0.0                   2.95      2.95      0.0                     0.0                     
atlas_1807_07447     MET1m1g1j                  9.0        10.0       2.6                 0                     0.0                   8.0       9.0       0.0                     0.0                     
atlas_1807_07447     MET1m1g2j                  5.0        5.0        1.0                 0                     0.0                   6.0       6.0       0.0                     0.0                     
atlas_1807_07447     MET1m1g3j                  3.0        1.0        0.2                 0                     0.0                   6.0       4.0       0.0                     0.0                     
atlas_1807_07447     MET1m1g4j                  0.0        0.22       0.08                0                     0.0                   2.94      2.94      0.0                     0.0                     
atlas_1807_07447     MET1m1g5j                  0.0        0.11       0.1                 0                     0.0                   2.95      2.87      0.0                     0.0                     
atlas_1807_07447     MET1m1j                    3277.0     2840.0     600.0               0                     0.0                   1319.0    1096.0    0.0                     0.0                     
atlas_1807_07447     MET1m2b                    17.0       17.4       4.6                 0                     0.0                   12.2      12.3      0.0                     0.0                     
atlas_1807_07447     MET1m2b1j                  20.0       16.0       6.0                 0                     0.0                   17.0      15.0      0.0                     0.0                     
atlas_1807_07447     MET1m2b2j                  21.0       18.0       4.4                 0                     0.0                   15.0      13.0      0.0                     0.0                     
atlas_1807_07447     MET1m2b3j                  4.0        7.0        1.4                 0                     0.0                   5.0       7.0       0.0                     0.0                     
atlas_1807_07447     MET1m2b4j                  3.0        2.2        0.4                 0                     0.0                   5.2       4.6       0.0                     0.0                     
atlas_1807_07447     MET1m2b5j                  1.0        0.44       0.3                 0                     0.0                   3.55      2.99      0.0                     0.0                     
atlas_1807_07447     MET1m2b6j                  0.0        0.1        0.06                0                     0.0                   2.9       2.9       0.0                     0.0                     
atlas_1807_07447     MET1m2e                    0.0        0.35       0.11                0                     0.0                   2.95      2.94      0.0                     0.0                     
atlas_1807_07447     MET1m2e1j                  0.0        0.28       0.08                0                     0.0                   2.92      2.92      0.0                     0.0                     
atlas_1807_07447     MET1m2e2j                  0.0        0.19       0.04                0                     0.0                   2.93      2.94      0.0                     0.0                     
atlas_1807_07447     MET1m2j                    1428.0     1210.0     290.0               0                     0.0                   636.0     527.0     0.0                     0.0                     
atlas_1807_07447     MET1m3b                    2.0        0.56       0.3                 0                     0.0                   5.24      3.39      0.0                     0.0                     
atlas_1807_07447     MET1m3b1j                  3.0        1.7        0.8                 0                     0.0                   5.9       4.7       0.0                     0.0                     
atlas_1807_07447     MET1m3b2j                  1.0        1.0        0.4                 0                     0.0                   4.0       4.0       0.0                     0.0                     
atlas_1807_07447     MET1m3b3j                  0.0        0.47       0.23                0                     0.0                   3.0       2.93      0.0                     0.0                     
atlas_1807_07447     MET1m3b4j                  0.0        0.11       0.16                0                     0.0                   2.89      2.91      0.0                     0.0                     
atlas_1807_07447     MET1m3j                    320.0      290.0      96.0                0                     0.0                   167.0     155.0     0.0                     0.0                     
atlas_1807_07447     MET1m4j                    89.0       75.0       27.0                0                     0.0                   55.0      49.0      0.0                     0.0                     
atlas_1807_07447     MET1m5j                    21.0       16.5       5.4                 0                     0.0                   17.0      14.1      0.0                     0.0                     
atlas_1807_07447     MET1m6j                    6.0        2.8        0.9                 0                     0.0                   8.9       5.6       0.0                     0.0                     
atlas_1807_07447     MET1m7j                    0.0        0.5        0.26                0                     0.0                   3.0       2.9       0.0                     0.0                     
atlas_1807_07447     MET2b                      62.0       66.0       16.0                0.017270191502752906  0.012223604135379285  28.0      29.0      0                       0                       
atlas_1807_07447     MET2b1j                    37.0       48.0       11.0                0.12193588378562777   0.032634734052071866  15.0      20.0      0.004560994662681994    0.0034207459970114957   
atlas_1807_07447     MET2b2j                    49.0       58.0       12.0                0.20299949136047984   0.04238921293042424   19.0      24.0      0.007025325376557058    0.005561715923107671    
atlas_1807_07447     MET2b3j                    33.0       31.0       6.0                 0.2364787830626266    0.04641636361877708   18.0      16.0      0.008908663707101788    0.010022246670489511    
atlas_1807_07447     MET2b4j                    12.0       11.0       2.2                 0.09061425441496142   0.028655515395763317  10.0      9.0       0.004361920916590958    0.004846578796212175    
atlas_1807_07447     MET2b5j                    1.0        3.3        1.6                 0.11426029914371696   0.031717942968552     3.5       5.0       0.017783677907226198    0.012448574535058338    
atlas_1807_07447     MET2b6j                    0.0        0.7        1.5                 0.017270191502752906  0.012223604135379285  3.1       3.2       0                       0                       
atlas_1807_07447     MET2e                      7.0        7.2        1.7                 0                     0.0                   7.2       7.4       0.0                     0.0                     
atlas_1807_07447     MET2e1b                    6.0        8.9        1.4                 0.009018634326424186  0.00901863997224264   5.6       7.5       0                       0                       
atlas_1807_07447     MET2e1b1j                  7.0        6.1        0.9                 0                     0.0                   7.5       6.5       0.0                     0.0                     
atlas_1807_07447     MET2e1b2j                  1.0        1.8        1.0                 0                     0.0                   3.5       4.3       0.0                     0.0                     
atlas_1807_07447     MET2e1b3j                  2.0        0.7        0.6                 0                     0.0                   5.2       4.2       0.0                     0.0                     
atlas_1807_07447     MET2e1b4j                  0.0        0.2        0.2                 0.009018634326424186  0.00901863997224264   3.0       2.8       0                       0                       
atlas_1807_07447     MET2e1j                    15.0       16.5       3.4                 0                     0.0                   9.9       10.7      0.0                     0.0                     
atlas_1807_07447     MET2e2b                    0.0        0.8        0.6                 0.008851045342275205  0.0088510482214837    3.1       3.1       0                       0                       
atlas_1807_07447     MET2e2b1j                  0.0        0.46       0.3                 0                     0.0                   3.05      2.89      0.0                     0.0                     
atlas_1807_07447     MET2e2b2j                  0.0        0.43       0.3                 0                     0.0                   3.06      2.89      0.0                     0.0                     
atlas_1807_07447     MET2e2b3j                  0.0        0.13       0.07                0.008851045342275205  0.0088510482214837    2.96      2.92      0                       0                       
atlas_1807_07447     MET2e2j                    6.0        7.3        1.2                 0.008300628294362495  0.0083006096274731    6.1       7.5       0                       0                       
atlas_1807_07447     MET2e3j                    2.0        1.9        0.9                 0                     0.0                   4.8       4.6       0.0                     0.0                     
atlas_1807_07447     MET2e4j                    0.0        0.55       0.12                0                     0.0                   2.92      2.94      0.0                     0.0                     
atlas_1807_07447     MET2g                      0.0        0.3        0.12                0                     0.0                   2.9       2.9       0.0                     0.0                     
atlas_1807_07447     MET2g1b2j                  1.0        0.08       0.16                0                     0.0                   4.05      3.29      0.0                     0.0                     
atlas_1807_07447     MET2g1j                    0.0        0.64       0.24                0                     0.0                   2.99      2.89      0.0                     0.0                     
atlas_1807_07447     MET2g2j                    0.0        0.33       0.19                0                     0.0                   2.99      2.89      0.0                     0.0                     
atlas_1807_07447     MET2j                      6771.0     6770.0     1800.0              0.8844948697064097    0.08636051517688387   2712.0    2723.0    0.0002739172657877286   0.00027281073258035994  
atlas_1807_07447     MET2m                      0.0        1.3        0.4                 0                     0.0                   2.9       3.9       0.0                     0.0                     
atlas_1807_07447     MET2m1b                    5.0        8.3        2.0                 0                     0.0                   5.2       7.6       0.0                     0.0                     
atlas_1807_07447     MET2m1b1j                  10.0       5.9        1.4                 0                     0.0                   11.3      7.1       0.0                     0.0                     
atlas_1807_07447     MET2m1b2j                  2.0        1.7        0.4                 0                     0.0                   4.5       4.0       0.0                     0.0                     
atlas_1807_07447     MET2m1b3j                  0.0        0.76       0.25                0                     0.0                   2.95      2.95      0.0                     0.0                     
atlas_1807_07447     MET2m1b4j                  0.0        0.14       0.1                 0                     0.0                   2.91      2.9       0.0                     0.0                     
atlas_1807_07447     MET2m1e                    1.0        0.17       0.04                0                     0.0                   3.9       2.99      0.0                     0.0                     
atlas_1807_07447     MET2m1e1j                  1.0        0.3        0.2                 0                     0.0                   3.8       3.0       0.0                     0.0                     
atlas_1807_07447     MET2m1e2j                  1.0        0.15       0.06                0                     0.0                   3.91      2.96      0.0                     0.0                     
atlas_1807_07447     MET2m1j                    17.0       16.0       5.0                 0                     0.0                   13.0      13.0      0.0                     0.0                     
atlas_1807_07447     MET2m2b                    1.0        0.8        0.7                 0                     0.0                   3.7       3.6       0.0                     0.0                     
atlas_1807_07447     MET2m2b1j                  0.0        0.44       0.6                 0                     0.0                   3.08      2.94      0.0                     0.0                     
atlas_1807_07447     MET2m2b2j                  0.0        0.4        0.4                 0                     0.0                   3.1       2.8       0.0                     0.0                     
atlas_1807_07447     MET2m2b3j                  0.0        0.18       0.12                0                     0.0                   2.95      2.91      0.0                     0.0                     
atlas_1807_07447     MET2m2j                    6.0        7.2        1.7                 0                     0.0                   6.1       7.3       0.0                     0.0                     
