analysis             sr                         o          b          db                  s                     ds                    s95obs    s95exp    robscons                rexpcons                
cms_sus_16_039       SS21                       232.0      264.0      31.0                0                     0.0                   42.9      58.0      0.0                     0.0                     
cms_sus_16_039       SS22                       52.0       51.0       7.0                 0                     0.0                   20.5      19.8      0.0                     0.0                     
cms_sus_16_039       SS23                       35.0       31.0       4.0                 0                     0.0                   17.7      14.4      0.0                     0.0                     
cms_sus_16_039       SS24                       28.0       29.0       5.0                 0                     0.0                   14.2      14.6      0.0                     0.0                     
cms_sus_16_039       SS25                       27.0       22.2       3.4                 0                     0.0                   16.6      12.9      0.0                     0.0                     
cms_sus_16_039       SS26                       49.0       44.0       7.0                 0                     0.0                   23.2      19.8      0.0                     0.0                     
cms_sus_16_039       SS27                       18.0       16.4       2.9                 0                     0.0                   12.1      11.1      0.0                     0.0                     
cms_sus_16_039       SS28                       13.0       10.7       1.9                 0                     0.0                   10.6      8.9       0.0                     0.0                     
cms_sus_16_039       SS29                       9.0        6.7        1.1                 0                     0.0                   9.1       7.0       0.0                     0.0                     
cms_sus_16_039       SS30                       7.0        3.9        0.8                 0.09266723932026255   0.09266730375218868   8.9       6.0       0                       0                       
cms_sus_16_048       SR1_weakino_1low_mll_1     2.0        3.5        1.0                 0                     0.0                   4.2       5.2       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_1low_mll_2     15.0       12.0       2.3                 0                     0.0                   11.8      9.7       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_1low_mll_3     19.0       17.0       2.4                 0                     0.0                   12.1      10.8      0.0                     0.0                     
cms_sus_16_048       SR1_weakino_1low_mll_4     18.0       11.0       2.0                 0                     0.0                   16.0      9.6       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_2media_mll_1   1.0        1.6        0.7                 0                     0.0                   3.8       4.2       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_2media_mll_2   0.001      3.5        0.9                 0                     0.0                   3.0       5.3       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_2media_mll_3   3.0        2.0        0.7                 0                     0.0                   5.6       4.7       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_2media_mll_4   1.0        0.51       0.51                0                     0.0                   3.67      3.32      0.0                     0.0                     
cms_sus_16_048       SR1_weakino_3high_mll_1    2.0        1.4        0.7                 0                     0.0                   4.5       4.3       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_3high_mll_2    1.0        1.5        0.6                 0                     0.0                   3.5       4.0       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_3high_mll_3    2.0        1.5        0.8                 0                     0.0                   4.6       4.4       0.0                     0.0                     
cms_sus_16_048       SR1_weakino_3high_mll_4    0.001      1.2        0.6                 0                     0.0                   3.1       3.4       0.0                     0.0                     
cms_sus_16_048       SR2_stop_1low_pt_1         16.0       14.0       2.3                 0                     0.0                   11.4      10.1      0.0                     0.0                     
cms_sus_16_048       SR2_stop_1low_pt_2         51.0       37.0       6.8                 0                     0.0                   30.4      19.8      0.0                     0.0                     
cms_sus_16_048       SR2_stop_1low_pt_3         67.0       54.0       6.5                 0                     0.0                   31.5      21.0      0.0                     0.0                     
cms_sus_16_048       SR2_stop_2media_pt_1       23.0       23.0       3.5                 0                     0.0                   12.7      12.6      0.0                     0.0                     
cms_sus_16_048       SR2_stop_2media_pt_2       40.0       41.0       5.6                 0                     0.0                   16.3      17.5      0.0                     0.0                     
cms_sus_16_048       SR2_stop_2media_pt_3       44.0       45.0       7.0                 0                     0.0                   18.0      18.6      0.0                     0.0                     
cms_sus_16_048       SR2_stop_3high_pt_1        4.0        4.7        1.3                 0                     0.0                   5.6       6.1       0.0                     0.0                     
cms_sus_16_048       SR2_stop_3high_pt_2        11.0       10.0       1.9                 0                     0.0                   9.4       8.4       0.0                     0.0                     
cms_sus_16_048       SR2_stop_3high_pt_3        9.0        10.0       2.5                 0                     0.0                   8.0       8.5       0.0                     0.0                     
cms_sus_19_005       10j_0b_1200_200            17.0       18.7       4.4                 0                     0.0                   11.3      12.1      0.0                     0.0                     
cms_sus_19_005       10j_0b_1200_400            1.0        1.66       0.75                0                     0.0                   3.56      4.21      0.0                     0.0                     
cms_sus_19_005       10j_0b_1200_600            0.0        0.24       0.39                0                     0.0                   3.11      2.93      0.0                     0.0                     
cms_sus_19_005       10j_0b_1500_400            11.0       3.17       0.71                0.3542420549205862    0.3542425204360002    14.43     5.9       0                       0                       
cms_sus_19_005       10j_0b_1500_800            0.0        0.43       0.19                0                     0.0                   2.9       2.93      0.0                     0.0                     
cms_sus_19_005       10j_0b_575_200             27.0       19.0       3.3                 0                     0.0                   19.0      13.0      0.0                     0.0                     
cms_sus_19_005       10j_0b_575_300             4.0        9.1        2.1                 0                     0.0                   4.7       7.5       0.0                     0.0                     
cms_sus_19_005       10j_0b_575_500             3.0        0.76       0.29                0                     0.0                   6.35      3.62      0.0                     0.0                     
cms_sus_19_005       10j_1b_1200_200            22.0       21.6       3.3                 0                     0.0                   12.6      12.0      0.0                     0.0                     
cms_sus_19_005       10j_1b_1200_400            6.0        1.55       0.49                0                     0.0                   9.76      4.86      0.0                     0.0                     
cms_sus_19_005       10j_1b_1200_600            0.0        0.07       0.12                0                     0.0                   2.89      2.77      0.0                     0.0                     
cms_sus_19_005       10j_1b_1500_400            3.0        2.85       0.82                0.3848781005220206    0.3848778546869601    5.24      4.97      0                       0                       
cms_sus_19_005       10j_1b_1500_800            0.0        0.68       0.39                1.1427746822655798    0.6598037341658408    3.09      2.95      0.019642899104725237    0.020575104485966434    
cms_sus_19_005       10j_1b_575_200             32.0       26.4       3.2                 0                     0.0                   18.1      13.6      0.0                     0.0                     
cms_sus_19_005       10j_1b_575_300             15.0       10.5       1.9                 0                     0.0                   12.9      8.9       0.0                     0.0                     
cms_sus_19_005       10j_1b_575_500             0.0        1.2        0.47                0                     0.0                   2.9       3.6       0.0                     0.0                     
cms_sus_19_005       10j_2b_1200_200            16.0       20.1       2.6                 0                     0.0                   8.3       11.2      0.0                     0.0                     
cms_sus_19_005       10j_2b_1200_400            2.0        2.73       0.8                 0                     0.0                   4.2       4.99      0.0                     0.0                     
cms_sus_19_005       10j_2b_1200_600            0.0        0.25       0.2                 0                     0.0                   2.98      2.86      0.0                     0.0                     
cms_sus_19_005       10j_2b_1500_400            0.0        2.33       0.75                1.1134190920967033    0.6431881461856749    2.98      4.56      0.01966125246718002     0.01284880095442905     
cms_sus_19_005       10j_2b_575_200             26.0       23.5       2.6                 0                     0.0                   14.3      11.9      0.0                     0.0                     
cms_sus_19_005       10j_2b_575_300             9.0        9.6        1.5                 0                     0.0                   7.3       8.0       0.0                     0.0                     
cms_sus_19_005       10j_2b_575_500             0.0        0.32       0.15                0                     0.0                   2.97      2.9       0.0                     0.0                     
cms_sus_19_005       10j_3b_1200_200            6.0        6.74       1.2                 0                     0.0                   6.22      6.89      0.0                     0.0                     
cms_sus_19_005       10j_3b_1200_400            0.0        0.54       0.26                0                     0.0                   2.99      2.93      0.0                     0.0                     
cms_sus_19_005       10j_3b_1500_400            1.0        0.82       0.57                0.382659557419621     0.3826600374015869    3.49      3.49      0                       0                       
cms_sus_19_005       10j_3b_575_200             14.0       10.4       1.8                 0                     0.0                   11.9      8.9       0.0                     0.0                     
cms_sus_19_005       10j_3b_575_300             2.0        1.8        0.56                0                     0.0                   4.4       4.3       0.0                     0.0                     
cms_sus_19_005       10j_4b_1200_200            7.0        3.0        1.0                 0                     0.0                   10.0      6.0       0.0                     0.0                     
cms_sus_19_005       10j_4b_1500_400            0.0        0.09       0.45                0                     0.0                   3.0       2.87      0.0                     0.0                     
cms_sus_19_005       10j_4b_575_200             6.0        4.0        1.4                 0                     0.0                   8.0       6.0       0.0                     0.0                     
cms_sus_19_005       10j_4b_loose               1.0        0.6        0.5                 0                     0.0                   3.8       3.4       0.0                     0.0                     
cms_sus_19_005       10j_4b_tight               0.0        0.1        0.5                 0                     0.0                   3.0       3.1       0.0                     0.0                     
cms_sus_19_005       10j_loose                  25.0       17.3       4.0                 3.3779764218053345    1.126533388686263     19.5      13.5      0.07848521355691607     0.11336753069332321     
cms_sus_19_005       10j_tight                  5.0        3.6        1.2                 3.02373338869114      1.069389777795625     7.4       5.8       0.1716127233927453      0.21895416432867507     
cms_sus_19_005       1j_0b_1000                 98.0       98.0       25.0                0                     0.0                   44.0      44.0      0.0                     0.0                     
cms_sus_19_005       1j_0b_1200                 30.0       26.0       13.0                0.35219469569954465   0.35219452981363175   25.0      23.0      0                       0                       
cms_sus_19_005       1j_0b_250                  251941.0   238000.0   14000.0             0                     0.0                   37396.0   26844.0   0.0                     0.0                     
cms_sus_19_005       1j_0b_350                  54870.0    53600.0    3700.0              0                     0.0                   7732.0    6949.0    0.0                     0.0                     
cms_sus_19_005       1j_0b_450                  14473.0    13910.0    870.0               0                     0.0                   2073.0    1657.0    0.0                     0.0                     
cms_sus_19_005       1j_0b_575                  3432.0     3200.0     220.0               0                     0.0                   592.0     438.0     0.0                     0.0                     
cms_sus_19_005       1j_0b_700                  1304.0     1295.0     106.0               0                     0.0                   211.0     201.0     0.0                     0.0                     
cms_sus_19_005       1j_1b_250                  13549.0    13310.0    860.0               0                     0.0                   1770.0    1590.0    0.0                     0.0                     
cms_sus_19_005       1j_1b_350                  3078.0     3060.0     246.0               0                     0.0                   474.0     463.0     0.0                     0.0                     
cms_sus_19_005       1j_1b_450                  810.0      863.0      80.0                0                     0.0                   118.0     147.0     0.0                     0.0                     
cms_sus_19_005       1j_1b_575                  184.0      205.0      34.0                0                     0.0                   49.0      59.0      0.0                     0.0                     
cms_sus_19_005       1j_1b_700                  83.0       94.0       22.0                0                     0.0                   32.0      37.0      0.0                     0.0                     
cms_sus_19_005       2-3j_0b_1200_1000          19.0       20.7       5.5                 0.7750785524638631    0.5490455287722312    12.7      13.5      0                       0                       
cms_sus_19_005       2-3j_0b_1200_1200          4.0        6.9        2.6                 0.7013755768935808    0.49594705318978677   5.2       7.2       0                       0                       
cms_sus_19_005       2-3j_0b_1200_200           1128.0     1009.0     100.0               0                     0.0                   285.0     204.0     0.0                     0.0                     
cms_sus_19_005       2-3j_0b_1200_400           207.0      228.0      34.0                1.0910575862233105    0.629956683397418     51.0      62.0      0.0011358554010106902   0.0009343326685733097   
cms_sus_19_005       2-3j_0b_1200_600           83.0       78.0       18.0                0.7139424301724729    0.5048341496794791    39.0      35.0      0                       0                       
cms_sus_19_005       2-3j_0b_1200_800           36.0       38.9       8.3                 0.753297115399872     0.5331550014813835    17.3      18.7      0                       0                       
cms_sus_19_005       2-3j_0b_1500_1000          14.0       10.2       2.1                 4.97083754687343      1.3286015571487229    12.2      9.0       0.22884680271717414     0.3102145547943916      
cms_sus_19_005       2-3j_0b_1500_1200          4.0        5.7        1.5                 2.8360767269784684    1.0027939735152205    5.4       6.4       0.22064715007657534     0.18617103287711045     
cms_sus_19_005       2-3j_0b_1500_1400          3.0        3.23       1.0                 6.023794492074489     1.4610427565993511    5.01      5.3       0.7240886968565975      0.6844687492927459      
cms_sus_19_005       2-3j_0b_1500_1800          0.0        0.46       0.19                2.8689440321992037    1.014453271139985     3.0       2.92      0.40174688917654283     0.41275365326357144     
cms_sus_19_005       2-3j_0b_1500_400           125.0      177.0      25.0                2.8496149265098665    1.0075869000004254    28.0      41.0      0.04275615751818461     0.029199327085589488    
cms_sus_19_005       2-3j_0b_1500_600           37.0       46.5       9.4                 2.140620199605443     0.8739753435619471    14.7      19.2      0.04811568953495578     0.036838574800200516    
cms_sus_19_005       2-3j_0b_1500_800           19.0       19.5       3.8                 4.306507140099327     1.243306779198521     11.7      11.7      0.1938020531806626      0.1938020531806626      
cms_sus_19_005       2-3j_0b_250_200            240867.0   231000.0   16000.0             0                     0.0                   37333.0   29666.0   0.0                     0.0                     
cms_sus_19_005       2-3j_0b_250_300            44074.0    43400.0    3200.0              0                     0.0                   6296.0    5736.0    0.0                     0.0                     
cms_sus_19_005       2-3j_0b_250_400            2022.0     1870.0     168.0               0                     0.0                   428.0     331.0     0.0                     0.0                     
cms_sus_19_005       2-3j_0b_450_200            28956.0    29100.0    1900.0              0                     0.0                   3386.0    3452.0    0.0                     0.0                     
cms_sus_19_005       2-3j_0b_450_300            15876.0    16000.0    1000.0              0                     0.0                   1803.0    1880.0    0.0                     0.0                     
cms_sus_19_005       2-3j_0b_450_400            6527.0     6540.0     450.0               0                     0.0                   810.0     831.0     0.0                     0.0                     
cms_sus_19_005       2-3j_0b_450_500            740.0      701.0      76.0                0                     0.0                   177.0     149.0     0.0                     0.0                     
cms_sus_19_005       2-3j_0b_575_1000           11.0       16.6       4.2                 0.7180762763588667    0.5077625786684975    7.3       10.6      0                       0                       
cms_sus_19_005       2-3j_0b_575_1100           2.0        2.8        1.1                 0.3642685394001259    0.3642691076815492    4.3       5.2       0                       0                       
cms_sus_19_005       2-3j_0b_575_200            17256.0    16900.0    1100.0              0                     0.0                   2313.0    2010.0    0.0                     0.0                     
cms_sus_19_005       2-3j_0b_575_300            10145.0    10340.0    690.0               0                     0.0                   1119.0    1238.0    0.0                     0.0                     
cms_sus_19_005       2-3j_0b_575_400            5021.0     5000.0     345.0               0.3589197767528943    0.3589197497721307    684.0     657.0     0                       0                       
cms_sus_19_005       2-3j_0b_575_500            2706.0     2760.0     200.0               0.3554315383476223    0.35543173214623014   335.0     375.0     0                       0                       
cms_sus_19_005       2-3j_0b_575_600            1066.0     926.0      82.0                1.0727849296303542    0.6193943243111458    276.0     176.0     0.0002064428904350549   0.0003237399872731543   
cms_sus_19_005       2-3j_0b_575_700            347.0      308.0      39.0                0                     0.0                   108.0     84.0      0.0                     0.0                     
cms_sus_19_005       2-3j_0b_575_800            111.0      125.0      21.0                1.4230564966970427    0.7115812233352816    32.0      39.0      0.008001977825849403    0.006565725395568741    
cms_sus_19_005       2-3j_0b_575_900            39.0       45.4       8.8                 0.3520753560793979    0.3520763266292755    15.8      19.8      0                       0                       
cms_sus_19_005       2-3j_1b_1200_1000          2.0        2.56       0.85                0                     0.0                   4.37      4.97      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1200_1200          0.0        0.86       0.36                0                     0.0                   2.97      3.0       0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1200_200           157.0      149.0      24.0                0                     0.0                   56.0      49.0      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1200_400           27.0       32.0       7.0                 0                     0.0                   13.0      16.0      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1200_600           9.0        9.8        2.8                 0                     0.0                   8.1       8.6       0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1200_800           6.0        4.62       1.4                 0.3817019058776239    0.3817011230920585    7.71      6.79      0                       0                       
cms_sus_19_005       2-3j_1b_1500_1000          4.0        0.91       0.38                0                     0.0                   7.67      4.14      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_1500_1200          0.0        0.92       0.42                3.6387824015062966    1.1524391118531812    3.14      3.03      0.5569370248621273      0.5771558607482111      
cms_sus_19_005       2-3j_1b_1500_400           23.0       18.7       5.4                 0.7443759896971011    0.5266453031126184    17.4      14.5      0                       0                       
cms_sus_19_005       2-3j_1b_1500_600           3.0        5.0        1.6                 1.0687645539024608    0.6170641905798754    5.0       6.0       0.011355856270293074    0.009463213558577563    
cms_sus_19_005       2-3j_1b_1500_800           3.0        1.9        0.67                0.720523716765482     0.5095074255279691    5.6       4.7       0                       0                       
cms_sus_19_005       2-3j_1b_250_200            32120.0    31300.0    2200.0              0                     0.0                   4660.0    4224.0    0.0                     0.0                     
cms_sus_19_005       2-3j_1b_250_300            6258.0     6130.0     440.0               0                     0.0                   909.0     819.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_250_400            275.0      271.0      46.0                0                     0.0                   89.0      84.0      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_450_200            3859.0     3840.0     260.0               0                     0.0                   502.0     487.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_450_300            2065.0     2200.0     150.0               0                     0.0                   204.0     276.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_450_400            907.0      885.0      66.0                0                     0.0                   155.0     136.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_450_500            79.0       92.0       12.0                0                     0.0                   20.0      28.0      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_575_1000           1.0        2.38       0.92                0                     0.0                   3.57      4.72      0.0                     0.0                     
cms_sus_19_005       2-3j_1b_575_200            2499.0     2340.0     152.0               0                     0.0                   416.0     307.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_575_300            1366.0     1422.0     100.0               0                     0.0                   158.0     199.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_575_400            1057.0     1071.0     77.0                0                     0.0                   143.0     151.0     0.0                     0.0                     
cms_sus_19_005       2-3j_1b_575_600            225.0      172.0      16.0                0.38372285387125604   0.383723795553228     88.0      45.0      0                       0                       
cms_sus_19_005       2-3j_1b_575_800            22.0       23.4       3.7                 0.3913605895606459    0.39136058072821167   11.4      12.7      0                       0                       
cms_sus_19_005       2-3j_2b_1200_1000          1.0        0.46       0.45                0                     0.0                   3.67      3.34      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_1200_200           18.0       18.0       11.0                0                     0.0                   17.0      17.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_1200_400           5.0        3.8        3.2                 0                     0.0                   8.3       7.7       0.0                     0.0                     
cms_sus_19_005       2-3j_2b_1200_600           2.0        1.3        1.2                 0                     0.0                   5.3       4.9       0.0                     0.0                     
cms_sus_19_005       2-3j_2b_1200_800           1.0        0.63       0.58                0                     0.0                   3.64      3.42      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_1500_400           2.0        0.6        3.0                 1.1470885160758013    0.663616954032737     6.0       6.0       0.009792785243685431    0.009792785243685431    
cms_sus_19_005       2-3j_2b_250_200            4709.0     4600.0     345.0               0                     0.0                   721.0     636.0     0.0                     0.0                     
cms_sus_19_005       2-3j_2b_250_300            984.0      868.0      73.0                0                     0.0                   240.0     158.0     0.0                     0.0                     
cms_sus_19_005       2-3j_2b_250_400            30.0       35.0       6.5                 0                     0.0                   14.0      16.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_450_200            463.0      524.0      50.0                0                     0.0                   63.0      90.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_450_300            304.0      272.0      29.0                0                     0.0                   89.0      65.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_450_400            120.0      112.0      13.0                0                     0.0                   39.0      34.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_450_500            15.0       11.4       1.8                 0                     0.0                   12.3      9.0       0.0                     0.0                     
cms_sus_19_005       2-3j_2b_575_200            316.0      290.0      30.0                0                     0.0                   85.0      66.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_575_300            159.0      177.0      21.0                0                     0.0                   34.0      44.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_575_400            107.0      133.0      16.0                0                     0.0                   21.0      34.0      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_575_600            21.0       20.6       2.9                 0                     0.0                   11.8      11.3      0.0                     0.0                     
cms_sus_19_005       2-3j_2b_575_800            1.0        3.14       0.63                0                     0.0                   3.43      5.08      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_1200_200           25.0       27.0       8.4                 0                     0.0                   16.0      17.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_1200_400           3.0        1.6        1.7                 0                     0.0                   6.4       5.8       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_1200_600           4.0        0.47       1.0                 0                     0.0                   8.76      7.81      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_1500_400           1.0        2.8        2.5                 0                     0.0                   3.6       4.7       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_1500_600           0.0        0.9        1.2                 0                     0.0                   2.9       3.1       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_250_200            699.0      688.0      72.0                0                     0.0                   148.0     138.0     0.0                     0.0                     
cms_sus_19_005       2-6j_3b_250_300            102.0      109.0      19.0                0                     0.0                   33.0      37.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_250_400            0.0        2.9        1.1                 0                     0.0                   2.9       4.6       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_450_200            297.0      291.0      31.0                0                     0.0                   71.0      66.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_450_300            76.0       115.0      18.0                0                     0.0                   21.0      30.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_450_400            24.0       22.1       4.9                 0                     0.0                   15.4      13.6      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_450_500            0.0        2.1        0.8                 0                     0.0                   3.0       4.3       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_575_200            345.0      379.0      36.0                0                     0.0                   54.0      71.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_575_300            132.0      144.0      18.0                0                     0.0                   32.0      38.0      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_575_400            48.0       63.8       10.6                0                     0.0                   14.6      21.7      0.0                     0.0                     
cms_sus_19_005       2-6j_3b_575_600            4.0        8.6        1.8                 0                     0.0                   4.5       7.1       0.0                     0.0                     
cms_sus_19_005       2-6j_3b_575_800            0.0        0.81       0.22                0                     0.0                   2.96      2.94      0.0                     0.0                     
cms_sus_19_005       2b_loose                   33.0       32.0       4.5                 11.607538807762081    2.085909278793356     15.0      15.0      0.5457765060360652      0.5457765060360652      
cms_sus_19_005       2b_tight                   12.0       12.0       2.8                 10.859905433351138    2.017769442360227     10.0      10.0      0.7550763547880365      0.7550763547880365      
cms_sus_19_005       2j_loose                   41.0       37.0       14.0                40.38814677399734     3.8365272069662497    28.0      26.0      1.2177229340918818      1.3113939290220267      
cms_sus_19_005       2j_tight                   13.0       10.7       4.2                 26.47823367165063     3.1014599801900085    12.5      11.0      1.7113471443311215      1.944712664012638       
cms_sus_19_005       3b_loose                   16.0       17.6       4.0                 1.5614806741311555    0.7810280260054615    10.3      11.9      0.027242204998271718    0.023579387519512496    
cms_sus_19_005       3b_tight                   5.0        7.5        2.1                 1.5614806741311555    0.7810280260054615    5.6       7.3       0.05010619847896406     0.03843763170989024     
cms_sus_19_005       4-6j_0b_1200_1000          15.0       16.3       4.3                 0.34958389696043324   0.34958345883999226   10.8      11.1      0                       0                       
cms_sus_19_005       4-6j_0b_1200_1200          5.0        3.5        1.3                 0                     0.0                   7.2       5.9       0.0                     0.0                     
cms_sus_19_005       4-6j_0b_1200_200           1768.0     1720.0     150.0               0                     0.0                   318.0     285.0     0.0                     0.0                     
cms_sus_19_005       4-6j_0b_1200_400           301.0      319.0      40.0                1.4399009906226696    0.720746167006584     65.0      76.0      0.003967342718951877    0.0033931220622614735   
cms_sus_19_005       4-6j_0b_1200_600           99.0       96.0       18.0                1.1021503017353085    0.6374393222231822    39.0      37.0      0.001455123417674093    0.0015337787375483685   
cms_sus_19_005       4-6j_0b_1200_800           41.0       42.7       8.6                 1.0909597668625344    0.6298776938681916    18.5      19.7      0.0031329918334432522   0.002942149691304577    
cms_sus_19_005       4-6j_0b_1500_1000          12.0       11.9       2.4                 5.411171399406578     1.397800673548464     9.3       9.5       0.3353525048158169      0.3282924520828524      
cms_sus_19_005       4-6j_0b_1500_1200          9.0        6.6        1.7                 5.493603774732511     1.419537226692325     9.7       7.6       0.326346672469804       0.41652141091540773     
cms_sus_19_005       4-6j_0b_1500_1400          3.0        2.84       0.95                1.899192235274206     0.8503237351486922    5.39      5.11      0.09362918546017643     0.09875955178676143     
cms_sus_19_005       4-6j_0b_1500_1600          2.0        1.27       0.52                5.020588473764102     1.3420802039077118    4.68      4.02      0.6024737049904817      0.701387298347128       
cms_sus_19_005       4-6j_0b_1500_400           207.0      224.0      29.0                6.502737646305923     1.533207317769707     47.0      57.0      0.0848569711736937      0.06996978324848428     
cms_sus_19_005       4-6j_0b_1500_600           62.0       56.0       11.0                5.417079688797449     1.3992135527020328    30.0      25.0      0.1040789820788705      0.12489477849464459     
cms_sus_19_005       4-6j_0b_1500_800           31.0       24.8       4.6                 6.525255663156558     1.538969343374466     19.4      14.6      0.20625494536198113     0.2740647904124955      
cms_sus_19_005       4-6j_0b_250_200            35187.0    34400.0    2400.0              0                     0.0                   4961.0    4596.0    0.0                     0.0                     
cms_sus_19_005       4-6j_0b_250_300            6725.0     6750.0     520.0               0                     0.0                   924.0     964.0     0.0                     0.0                     
cms_sus_19_005       4-6j_0b_250_400            170.0      197.0      67.0                0                     0.0                   78.0      87.0      0.0                     0.0                     
cms_sus_19_005       4-6j_0b_450_200            15047.0    14360.0    910.0               0                     0.0                   2252.0    1766.0    0.0                     0.0                     
cms_sus_19_005       4-6j_0b_450_300            6939.0     7060.0     470.0               0                     0.0                   793.0     861.0     0.0                     0.0                     
cms_sus_19_005       4-6j_0b_450_400            1817.0     1650.0     136.0               0                     0.0                   391.0     277.0     0.0                     0.0                     
cms_sus_19_005       4-6j_0b_450_500            104.0      101.0      36.0                0                     0.0                   58.0      57.0      0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_1000           3.0        6.9        2.0                 0                     0.0                   4.3       6.7       0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_1100           1.0        1.68       0.78                0                     0.0                   3.71      4.23      0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_200            16292.0    16100.0    1000.0              0                     0.0                   2029.0    1878.0    0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_300            8330.0     8160.0     530.0               0                     0.0                   1136.0    988.0     0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_400            3576.0     3350.0     235.0               1.4716727190027132    0.7371018245329262    629.0     460.0     0.0004178469423985921   0.0005713602755841618   
cms_sus_19_005       4-6j_0b_575_500            1516.0     1500.0     114.0               1.0879762763588665    0.6293146064939401    234.0     226.0     0.00023889026371284088  0.00024734655623364943  
cms_sus_19_005       4-6j_0b_575_600            543.0      509.0      51.0                0.3938931328111364    0.39389270735787996   131.0     105.0     0                       0                       
cms_sus_19_005       4-6j_0b_575_700            178.0      206.0      28.0                0.748223225156421     0.529846944934289     38.0      51.0      0                       0                       
cms_sus_19_005       4-6j_0b_575_800            62.0       77.0       11.0                0                     0.0                   17.0      25.0      0.0                     0.0                     
cms_sus_19_005       4-6j_0b_575_900            20.0       28.0       5.5                 0.3592699700644724    0.3592701513841638    9.0       14.0      0                       0                       
cms_sus_19_005       4-6j_1b_1200_1000          6.0        5.0        1.3                 0                     0.0                   7.0       6.0       0.0                     0.0                     
cms_sus_19_005       4-6j_1b_1200_1200          1.0        0.92       0.5                 0                     0.0                   3.68      3.49      0.0                     0.0                     
cms_sus_19_005       4-6j_1b_1200_200           579.0      629.0      62.0                0                     0.0                   88.0      112.0     0.0                     0.0                     
cms_sus_19_005       4-6j_1b_1200_400           79.0       96.0       14.0                0.7114147778900213    0.5034970695942798    20.0      29.0      0                       0                       
cms_sus_19_005       4-6j_1b_1200_600           16.0       29.2       5.9                 0.3479356407313577    0.34793591730472917   8.0       13.4      0                       0                       
cms_sus_19_005       4-6j_1b_1200_800           9.0        12.2       2.8                 0.39991195807968344   0.39991134085181035   7.2       9.0       0                       0                       
cms_sus_19_005       4-6j_1b_1500_1000          6.0        3.9        1.2                 1.5169924288502323    0.7602049732136886    8.2       6.1       0.03295808204631501     0.04430430701307919     
cms_sus_19_005       4-6j_1b_1500_1400          3.0        1.12       0.52                2.139622442125528     0.873541679525761     6.45      4.17      0.1096145872408186      0.1695477428545036      
cms_sus_19_005       4-6j_1b_1500_400           72.0       54.5       10.0                1.8060584218793798    0.8085679961272457    38.9      26.5      0.012339509209015342    0.018113468235120635    
